,Name,Position,Age,Overall_Rating,Potential,Duration,Team,Value € M,Wage € K,Total_Stats,photo_link
18988,Marco Prieto,ST,34,64,64,2019 ~ 2021,River Plate,0.275,500,1464,https://cdn.sofifa.net/players/254/747/21_180.png
18989,Ósmar Colmán,ST,20,57,71,2021 ~ 2025,River Plate,0.4,500,1340,https://cdn.sofifa.net/players/254/748/22_180.png
18990,Francisco Bareiro,ST,22,64,69,2023 ~ 2023,Metropolitanos,0.9,500,1489,https://cdn.sofifa.net/players/254/749/23_180.png
18991,Brage Skaret,CB,20,57,74,2019 ~ 2024,Vålerenga,0.4,650,1349,https://cdn.sofifa.net/players/254/750/23_180.png
18992,Elis Isufi,CB,20,57,72,2019 ~ 2024,Basel,0.375,2,1379,https://cdn.sofifa.net/players/254/751/21_180.png
18993,Richard Cabrera,RB,27,62,62,2023 ~ 2023,Nacional Asunción,0.375,500,1421,https://cdn.sofifa.net/players/254/753/23_180.png
18994,Fernando Benítez,LM,21,62,70,2017 ~ 2024,Sportivo Luqueño,0.9,500,1415,https://cdn.sofifa.net/players/254/754/21_180.png
18995,Oscar Noguera,CB,30,64,64,2019 ~ 2024,Sportivo Luqueño,0.5,500,1418,https://cdn.sofifa.net/players/254/755/21_180.png
18996,Jorge Nuñez,ST,25,63,63,2021 ~ 2021,Guaireña,0.525,500,1426,https://cdn.sofifa.net/players/254/757/22_180.png
18997,Valdeci Moreira da Silva,ST,27,61,61,2022 ~ 2024,Tacuary,0.35,500,1437,https://cdn.sofifa.net/players/254/758/23_180.png
18998,Marino Arzamendia,GK,24,62,67,2017 ~ 2026,Olimpia,0.475,500,904,https://cdn.sofifa.net/players/254/760/23_180.png
18999,Aldo Quiñónez,CM,31,66,66,2023 ~ 2023,Monagas,0.7,500,1631,https://cdn.sofifa.net/players/254/763/23_180.png
19000,Walter Ortíz,CM,28,60,60,2018 ~ 2024,Sportivo Luqueño,0.25,500,1510,https://cdn.sofifa.net/players/254/764/21_180.png
19001,Fernando Martínez,CM,28,65,65,2022 ~ 2023,Sarmiento,0.625,3,1624,https://cdn.sofifa.net/players/254/765/23_180.png
19002,Luis Ibarra,CM,21,61,69,2021 ~ 2021,12 de Octubre,0.725,2,1531,https://cdn.sofifa.net/players/254/766/21_180.png
19003,Kevin Serna,ST,22,56,62,2019 ~ 2024,Sportivo Luqueño,0.23,500,1376,https://cdn.sofifa.net/players/254/767/21_180.png
19004,Juan Argüello,RB,30,62,62,2020 ~ 2023,Nacional Asunción,0.375,500,1500,https://cdn.sofifa.net/players/254/768/23_180.png
19005,Victor Villalba,RM,21,59,67,2019 ~ 2024,Sportivo Luqueño,0.5,500,1420,https://cdn.sofifa.net/players/254/769/21_180.png
19006,Richard Salinas,RW,27,67,67,2022 ~ 2022,Guaireña,1.1,500,1811,https://cdn.sofifa.net/players/254/770/23_180.png
19007,Javier Domínguez,CM,20,58,68,2019 ~ 2024,Sportivo Luqueño,0.45,500,1458,https://cdn.sofifa.net/players/254/774/21_180.png
19008,Juan Miguel Ojeda,CB,23,61,68,2021 ~ 2021,12 de Octubre,0.625,500,1388,https://cdn.sofifa.net/players/254/776/22_180.png
19009,Antonio Marín,LW,22,64,72,2020 ~ 2023,Guaireña,1.3,500,1587,https://cdn.sofifa.net/players/254/778/23_180.png
19010,Carlos Sanabria,ST,19,57,68,2020 ~ 2022,Olimpia,0.35,500,1324,https://cdn.sofifa.net/players/254/779/21_180.png
19011,Simeon Papadopoulos,GK,19,57,71,2018 ~ 2021,PAOK,0.19,500,903,https://cdn.sofifa.net/players/254/780/20_180.png
19012,Charlie Fleming,RB,22,51,57,2019 ~ 2024,Cork City,0.09,500,1262,https://cdn.sofifa.net/players/254/781/21_180.png
19013,Alejandro Cruz Hernández,CDM,20,60,72,2019 ~ 2022,Tenerife,0.6,1,1690,https://cdn.sofifa.net/players/254/785/21_180.png
19014,Miguel Ángel Atienza Villa,CM,23,69,78,2022 ~ 2024,Burgos,2.9,3,1715,https://cdn.sofifa.net/players/254/786/23_180.png
19015,José Sánchez Martínez,RB,22,64,76,2019 ~ 2024,Granada,1.4,2,1690,https://cdn.sofifa.net/players/254/787/23_180.png
19016,Marc Echarri Marín,ST,22,64,75,2021 ~ 2022,Leganés,1.3,3,1527,https://cdn.sofifa.net/players/254/788/22_180.png
19017,Kenny Lipman,GK,20,57,68,2019 ~ 2020,Sparta Rotterdam,0.14,850,858,https://cdn.sofifa.net/players/254/790/20_180.png
19018,Mohammed Al Mahasna,GK,25,55,60,2019 ~ 2022,Damac,0.15,2,962,https://cdn.sofifa.net/players/254/792/23_180.png
19019,Rein Smit,ST,19,62,72,2019 ~ 2022,SC Heerenveen,0.875,1,1493,https://cdn.sofifa.net/players/254/793/21_180.png
19020,Danté Roethof,LB,19,58,70,2019 ~ 2022,ADO Den Haag,0.45,800,1367,https://cdn.sofifa.net/players/254/794/21_180.png
19021,Tijn Daverveld,CB,19,58,72,2019 ~ 2020,PSV,0.25,1,1297,https://cdn.sofifa.net/players/254/795/20_180.png
19022,Luca Valls,CM,20,60,69,2019 ~ 2023,Nîmes,0.325,3,1571,https://cdn.sofifa.net/players/254/797/20_180.png
19023,Alpha Dionkou,RB,19,62,77,"Jun 30, 2022",FC Barcelona,0.9,2,1572,https://cdn.sofifa.net/players/254/798/22_180.png
19024,Noor Al Rashidi,RB,27,57,59,2019 ~ 2023,Al Wahda,0.17,4,1350,https://cdn.sofifa.net/players/254/800/23_180.png
19025,Senne Lammens,GK,19,65,76,2020 ~ 2023,Club Brugge,1.3,2,966,https://cdn.sofifa.net/players/254/803/23_180.png
19026,Tobias Reinhart,CM,20,53,69,2019 ~ 2024,Spezia,0.24,2,1478,https://cdn.sofifa.net/players/254/804/21_180.png
19027,Kwadwo Baah,ST,19,60,78,"Jun 30, 2023",Fortuna Düsseldorf,0.625,4,1532,https://cdn.sofifa.net/players/254/807/23_180.png
19028,Osman Can Çötür,CB,18,55,68,2019 ~ 2024,Kayserispor,0.275,600,1307,https://cdn.sofifa.net/players/254/808/21_180.png
19029,Kristoffer Tønnessen,CB,24,64,69,2023 ~ 2025,Lillestrøm,0.825,1,1672,https://cdn.sofifa.net/players/254/809/23_180.png
19030,Ross MacIver,CAM,21,59,68,2019 ~ 2021,Motherwell,0.5,1,1486,https://cdn.sofifa.net/players/254/810/21_180.png
19031,AJ Greaves,CDM,20,58,69,2018 ~ 2022,Doncaster Rovers,0.425,1,1495,https://cdn.sofifa.net/players/254/813/22_180.png
19032,Óscar Hernández,CB,29,66,66,2020 ~ 2023,Rionegro Águilas,0.725,650,1653,https://cdn.sofifa.net/players/254/634/23_180.png
19033,Sebastian Möller,CB,26,58,61,2018 ~ 2021,Varberg BoIS,0.25,550,1423,https://cdn.sofifa.net/players/254/635/21_180.png
19034,Adama Fofana,LM,22,63,69,2021 ~ 2024,Dijon,0.725,1,1624,https://cdn.sofifa.net/players/254/636/23_180.png
19035,Sebastian S. Sebulonsen,RB,22,66,71,2022 ~ 2026,Brøndby,1.2,4,1791,https://cdn.sofifa.net/players/254/638/23_180.png
19036,Reda Akbib,CB,20,57,71,2021 ~ 2022,Sporting Charleroi,0.375,2,1316,https://cdn.sofifa.net/players/254/640/22_180.png
19037,Iván López Cristóbal,LB,21,59,70,2019 ~ 2022,Leganés,0.475,1,1307,https://cdn.sofifa.net/players/254/641/21_180.png
19038,Zico Bailey,RB,21,58,65,2019 ~ 2022,Cincinnati,0.4,900,1526,https://cdn.sofifa.net/players/254/643/23_180.png
19039,Jordan Bender,CM,18,52,69,2019 ~ 2021,Orlando City,0.2,500,1406,https://cdn.sofifa.net/players/254/644/21_180.png
19040,Georgi Georgiev,GK,31,64,64,Free,Bulgaria,0,0,1010,https://cdn.sofifa.net/players/254/645/21_180.png
19041,Kevin De La Hoz,LB,23,66,73,2021 ~ 2023,Academia Puerto Cabello,1.6,500,1587,https://cdn.sofifa.net/players/254/646/23_180.png
19042,Matt Rush,ST,19,53,71,2019 ~ 2021,Southend United,0.24,1,1408,https://cdn.sofifa.net/players/254/647/21_180.png
19043,Facundo Vigo,LM,21,57,68,2018 ~ 2024,River Plate,0.375,500,1470,https://cdn.sofifa.net/players/254/649/21_180.png
19044,Gonzalo Viera,CB,35,66,66,2022 ~ 2023,River Plate,0.23,500,1431,https://cdn.sofifa.net/players/254/650/23_180.png
19045,Joaquín Fernández,CB,23,63,70,2020 ~ 2023,SC Heerenveen,0.9,1,1380,https://cdn.sofifa.net/players/254/654/23_180.png
19046,Lino Lang,ST,20,54,69,2019 ~ 2023,Luzern,0.25,2,1432,https://cdn.sofifa.net/players/254/656/21_180.png
19047,Eren Karada?,RW,21,56,68,2018 ~ 2024,Rizespor,0.35,2,1446,https://cdn.sofifa.net/players/254/658/22_180.png
19048,Mehdi Zerkane,RM,22,69,75,2023 ~ 2023,Nîmes,2.2,3,1845,https://cdn.sofifa.net/players/254/659/23_180.png
19049,Ewan Hatfout,GK,20,54,71,2019 ~ 2024,Dijon,0.25,1,870,https://cdn.sofifa.net/players/254/662/21_180.png
19050,Gustavo Rojas,CAM,38,62,62,2018 ~ 2024,Zamora Fútbol Club,0.13,500,1552,https://cdn.sofifa.net/players/254/663/21_180.png
19051,Pedro Ramírez,CAM,27,64,64,2018 ~ 2024,Zamora Fútbol Club,0.625,500,1423,https://cdn.sofifa.net/players/254/664/21_180.png
19052,Javier Maldonado,CB,26,61,63,2020 ~ 2024,Caracas,0.35,500,1539,https://cdn.sofifa.net/players/254/665/21_180.png
19053,Cleiderman Osorio,CB,25,67,72,2020 ~ 2022,Hermanos Colmenares,1.3,500,1486,https://cdn.sofifa.net/players/254/666/23_180.png
19054,José Soto,CM,26,60,63,2018 ~ 2024,Zamora Fútbol Club,0.3,500,1533,https://cdn.sofifa.net/players/254/667/21_180.png
19055,Romeri Villamizar,LM,25,61,66,2019 ~ 2024,Zamora Fútbol Club,0.45,500,1485,https://cdn.sofifa.net/players/254/668/21_180.png
19056,Maikol Quintero,CM,20,61,68,2018 ~ 2024,Zamora Fútbol Club,0.6,500,1492,https://cdn.sofifa.net/players/254/669/21_180.png
19057,Marcel Guaramato,RB,28,68,68,2022 ~ 2023,Estudiantes Mérida,1.1,500,1577,https://cdn.sofifa.net/players/254/672/23_180.png
19058,Duván Rodríguez,CM,24,60,63,2019 ~ 2024,Zamora Fútbol Club,0.325,500,1491,https://cdn.sofifa.net/players/254/673/21_180.png
19059,Darwin Matheus,RW,19,61,73,2018 ~ 2024,Zamora Fútbol Club,0.775,500,1421,https://cdn.sofifa.net/players/254/675/21_180.png
19060,Richard Figueroa,LM,25,66,67,2023 ~ 2023,Academia Puerto Cabello,1,500,1601,https://cdn.sofifa.net/players/254/677/23_180.png
19061,Guillermo Paiva,ST,24,65,70,2018 ~ 2022,Olimpia,1.1,500,1510,https://cdn.sofifa.net/players/254/678/23_180.png
19062,Yassin Oukili,CM,21,64,71,2021 ~ 2025,RKC Waalwijk,1.2,2,1660,https://cdn.sofifa.net/players/254/680/23_180.png
19063,Brend Leeflang,CDM,17,56,69,2019 ~ 2020,Vitesse,0.14,500,1462,https://cdn.sofifa.net/players/254/681/20_180.png
19064,Nico Pichler,CAM,21,55,62,2019 ~ 2023,Mattersburg,0.11,2,1337,https://cdn.sofifa.net/players/254/682/20_180.png
19065,Edmilson Indjai Correia,LW,20,59,72,2019 ~ 2022,Saint-Étienne,0.55,4,1486,https://cdn.sofifa.net/players/254/683/21_180.png
19066,Nawaf Boushal,RB,22,64,72,2023 ~ 2027,Al Nassr,1.3,7,1642,https://cdn.sofifa.net/players/254/685/23_180.png
19067,Scott Glover,CDM,18,54,69,2018 ~ 2023,St. Mirren,0.13,500,1332,https://cdn.sofifa.net/players/254/688/20_180.png
19068,Charlie Birch,LB,18,53,71,2018 ~ 2021,Carlisle United,0.23,550,1486,https://cdn.sofifa.net/players/254/689/21_180.png
19069,Albert Ejupi,CM,29,65,65,2022 ~ 2024,Hartberg,0.6,2,1675,https://cdn.sofifa.net/players/254/691/23_180.png
19070,Georgi Tunjov,CM,21,58,68,2020 ~ 2023,SPAL,0.45,550,1567,https://cdn.sofifa.net/players/254/693/23_180.png
19071,Francisco Ginella,CDM,23,68,75,2022 ~ 2023,Nacional,2.4,500,1718,https://cdn.sofifa.net/players/254/694/23_180.png
19072,Franco Ibarra,CM,21,63,73,2021 ~ 2026,Atlanta United,1,1,1649,https://cdn.sofifa.net/players/254/695/23_180.png
19073,Braian Maidana,RM,20,60,68,2019 ~ 2023,Huracán,0.55,2,1463,https://cdn.sofifa.net/players/254/697/21_180.png
19074,Mauricio Márquez,ST,19,58,69,2019 ~ 2024,Zamora Fútbol Club,0.45,500,1375,https://cdn.sofifa.net/players/254/698/21_180.png
19075,Krzysztof Toporkiewicz,ST,19,55,70,2019 ~ 2024,Jagiellonia Bia?ystok,0.3,1,1340,https://cdn.sofifa.net/players/254/699/22_180.png
19076,Carlos Arrua,RM,24,67,72,2018 ~ 2024,Colón,1.5,4,1809,https://cdn.sofifa.net/players/254/700/23_180.png
19077,Danilo Santacruz,LM,27,72,73,2019 ~ 2026,Nacional Asunción,2.7,700,1710,https://cdn.sofifa.net/players/254/701/23_180.png
19078,Ricardo Garay,CB,24,61,67,2019 ~ 2022,Rosario Central,0.475,2,1390,https://cdn.sofifa.net/players/254/702/22_180.png
19079,Néstor Giménez,CB,24,64,69,2023 ~ 2026,Libertad,0.825,500,1466,https://cdn.sofifa.net/players/254/703/23_180.png
19080,Kazuyoshi Miura,ST,54,56,56,2005 ~ 2022,Yokohama,0,700,1267,https://cdn.sofifa.net/players/254/704/22_180.png
19081,Alexis González,CDM,28,64,64,2019 ~ 2021,Nacional Asunción,0.525,500,1524,https://cdn.sofifa.net/players/254/705/21_180.png
19082,Marcos Duré,CDM,29,58,58,2020 ~ 2024,Sportivo Luqueño,0.2,500,1527,https://cdn.sofifa.net/players/254/706/21_180.png
19083,Edgardo Orzusa,CDM,32,64,64,2023 ~ 2023,Nacional Asunción,0.45,500,1610,https://cdn.sofifa.net/players/254/707/23_180.png
19084,Víctor Barrientos,LB,25,62,65,2018 ~ 2021,Nacional Asunción,0.475,500,1459,https://cdn.sofifa.net/players/254/708/21_180.png
19085,Alexis Verdún,LM,22,51,60,2019 ~ 2024,Nacional Asunción,0.13,500,1310,https://cdn.sofifa.net/players/254/710/21_180.png
19086,Edgar Zaracho,CDM,32,66,66,2022 ~ 2026,Sportivo Ameliano,0.675,500,1652,https://cdn.sofifa.net/players/254/711/23_180.png
19087,Pablo Gavilán,GK,31,63,63,2019 ~ 2024,River Plate,0.25,500,916,https://cdn.sofifa.net/players/254/712/21_180.png
19088,Orlando Colmán,CM,20,58,69,2018 ~ 2026,Nacional Asunción,0.45,500,1493,https://cdn.sofifa.net/players/254/713/23_180.png
19089,Ronaldo Báez,LM,22,61,71,2021 ~ 2024,Nacional Asunción,0.725,500,1470,https://cdn.sofifa.net/players/254/716/21_180.png
19090,Victor Dávalos,RB,29,63,63,2020 ~ 2024,Guaraní,0.425,500,1560,https://cdn.sofifa.net/players/254/718/21_180.png
19091,Claudio Nuñez,CB,26,67,68,2019 ~ 2023,Nacional Asunción,1.1,500,1524,https://cdn.sofifa.net/players/254/719/23_180.png
19092,Adam Petersson,CM,21,58,69,2019 ~ 2024,Mjällby,0.45,550,1605,https://cdn.sofifa.net/players/254/518/23_180.png
19093,Will Forrester,CB,21,62,68,2022 ~ 2025,Port Vale,0.575,1,1423,https://cdn.sofifa.net/players/254/522/23_180.png
19094,Matteo Pallecchi,RW,19,54,67,2019 ~ 2023,Livorno,0.13,500,1333,https://cdn.sofifa.net/players/254/523/20_180.png
19095,Ben Tricker,CB,18,52,72,2019 ~ 2020,Fulham,0.1,2,1178,https://cdn.sofifa.net/players/254/527/20_180.png
19096,Enock Mawete Mwimba,GK,20,55,69,2019 ~ 2022,Aalesund,0.275,500,843,https://cdn.sofifa.net/players/254/530/21_180.png
19097,Davíð Kristján Ólafsson,LB,27,65,66,2022 ~ 2024,Kalmar,0.75,1,1734,https://cdn.sofifa.net/players/254/537/23_180.png
19098,Amara Konate,CDM,20,54,67,2019 ~ 2022,Perugia,0.13,550,1442,https://cdn.sofifa.net/players/254/539/20_180.png
19099,Stefano Piccinini,CB,17,52,73,2019 ~ 2023,Sassuolo,0.24,500,1213,https://cdn.sofifa.net/players/254/540/21_180.png
19101,Jacopo Pellegrini,ST,19,54,68,2019 ~ 2024,Sassuolo,0.25,3,1251,https://cdn.sofifa.net/players/254/543/21_180.png
19102,Joe Woodiwiss,CB,19,53,60,2019 ~ 2023,Newport County,0.17,1,1236,https://cdn.sofifa.net/players/254/549/23_180.png
19103,Bartosz Neugebauer,GK,18,53,69,2019 ~ 2024,Górnik Zabrze,0.21,500,879,https://cdn.sofifa.net/players/254/550/21_180.png
19104,Kian Harratt,ST,20,59,69,"Jun 30, 2023",Bradford City,0.5,3,1450,https://cdn.sofifa.net/players/254/552/23_180.png
19105,Joe Gibson,RM,20,52,66,2019 ~ 2024,Middlesbrough,0.18,3,1484,https://cdn.sofifa.net/players/254/553/23_180.png
19106,Oscar Castellano Zamora,ST,21,58,65,2019 ~ 2020,Lugo,0.18,1,1415,https://cdn.sofifa.net/players/254/555/20_180.png
19107,Samuel Lopes Robalo Pedro,LW,18,63,73,2019 ~ 2020,Boavista,0.55,650,1556,https://cdn.sofifa.net/players/254/557/20_180.png
19108,Balázs Csiszér,LB,22,59,70,2019 ~ 2022,Sepsi,0.475,2,1393,https://cdn.sofifa.net/players/254/558/22_180.png
19109,Miguel Gonçalves Silva,CM,21,61,71,2020 ~ 2023,Portimonense,0.725,1,1709,https://cdn.sofifa.net/players/254/559/21_180.png
19110,Adrian Hajdari,CDM,20,60,71,2018 ~ 2024,Rapid Wien,0.525,3,1509,https://cdn.sofifa.net/players/254/560/21_180.png
19111,Pablo Haro Hernanz,LW,22,62,71,2019 ~ 2020,Las Palmas,0.475,2,1626,https://cdn.sofifa.net/players/254/561/20_180.png
19112,Armin Abaz,GK,20,52,65,2022 ~ 2023,Winterthur,0.17,650,822,https://cdn.sofifa.net/players/254/562/23_180.png
19113,Mert Kuyucu,LM,20,59,69,2019 ~ 2021,St. Pauli,0.475,2,1502,https://cdn.sofifa.net/players/254/563/21_180.png
19114,Joaquín Indacoechea,CM,21,65,75,2018 ~ 2025,Aldosivi,1.5,2,1727,https://cdn.sofifa.net/players/254/565/23_180.png
19115,Grégory Coelho,LWB,22,63,69,2019 ~ 2025,Rodez,0.725,1,1588,https://cdn.sofifa.net/players/254/567/23_180.png
19116,Liamine Mokdad,CM,19,53,65,2019 ~ 2023,Orléans,0.1,700,1432,https://cdn.sofifa.net/players/254/569/20_180.png
19117,Marcus Andersen,GK,21,56,69,2019 ~ 2023,Bodø / Glimt,0.3,500,842,https://cdn.sofifa.net/players/254/573/23_180.png
19118,Nicholas Slonina,CB,20,56,72,2019 ~ 2021,Chicago Fire,0.35,900,1232,https://cdn.sofifa.net/players/254/574/22_180.png
19119,Agustín Curruhinca,LW,22,60,71,2019 ~ 2024,Huracán,0.55,2,1498,https://cdn.sofifa.net/players/254/576/23_180.png
19120,Brian Negro,LB,22,62,69,2019 ~ 2021,Patronato,0.775,2,1519,https://cdn.sofifa.net/players/254/577/21_180.png
19122,Elias Damergy,GK,19,60,73,2022 ~ 2023,Rennes,0.5,2,922,https://cdn.sofifa.net/players/254/580/23_180.png
19123,Alvin Jones,RB,26,58,61,2019 ~ 2020,Real Salt Lake,0.25,1,1470,https://cdn.sofifa.net/players/254/581/21_180.png
19124,Alejandro Sotillos Miarmau,RB,23,64,71,2019 ~ 2022,Fuenlabrada,1.1,2,1561,https://cdn.sofifa.net/players/254/583/22_180.png
19125,Daniel Valdés,GK,37,62,62,2021 ~ 2022,Estudiantes Mérida,0.045,500,936,https://cdn.sofifa.net/players/254/584/23_180.png
19126,Julián Palacios,CM,23,67,74,"Dec 31, 2022",Banfield,2,5,1788,https://cdn.sofifa.net/players/254/585/23_180.png
19127,Alan Marinelli,LM,23,64,70,2018 ~ 2023,Rosario Central,0.925,4,1582,https://cdn.sofifa.net/players/254/586/23_180.png
19128,Matías Esquivel,RM,23,68,75,2019 ~ 2023,Lanús,2.4,6,1916,https://cdn.sofifa.net/players/254/587/23_180.png
19129,Yonaiker Reyes,LW,26,62,63,2019 ~ 2024,Llaneros de Guanare,0.475,500,1668,https://cdn.sofifa.net/players/254/590/21_180.png
19130,Leonardo Terán,CDM,27,61,63,2019 ~ 2024,Llaneros de Guanare,0.35,500,1419,https://cdn.sofifa.net/players/254/593/21_180.png
19131,Jerónimo Rodríguez,LM,22,66,75,2020 ~ 2025,Pumas UNAM,1.8,3,1713,https://cdn.sofifa.net/players/254/594/22_180.png
19132,Carlos Castro,RB,33,61,61,2018 ~ 2024,Zamora Fútbol Club,0.16,500,1357,https://cdn.sofifa.net/players/254/595/21_180.png
19133,Gastón Olveira,GK,29,73,74,2022 ~ 2023,Olimpia,2.3,650,937,https://cdn.sofifa.net/players/254/601/23_180.png
19134,Agustín Ale,CB,26,66,71,2021 ~ 2025,Olimpia,1.1,500,1542,https://cdn.sofifa.net/players/254/603/22_180.png
19135,Luis Terán,GK,28,64,66,2022 ~ 2022,Hermanos Colmenares,0.5,500,978,https://cdn.sofifa.net/players/254/604/23_180.png
19136,Marcos Montiel,RB,26,69,72,2023 ~ 2023,Nacional,1.6,500,1785,https://cdn.sofifa.net/players/254/605/23_180.png
19137,Emanuel Hernández,CB,24,64,70,2023 ~ 2025,Sarmiento,0.85,2,1337,https://cdn.sofifa.net/players/254/608/23_180.png
19138,Facundo Ospitaleche,CM,24,63,64,2018 ~ 2023,River Plate,0.525,500,1625,https://cdn.sofifa.net/players/254/609/21_180.png
19139,Carlos Torres,LB,31,62,62,2017 ~ 2024,Llaneros de Guanare,0.3,500,1463,https://cdn.sofifa.net/players/254/610/21_180.png
19140,Anderson Perea,ST,27,63,63,2019 ~ 2024,Llaneros de Guanare,0.5,500,1575,https://cdn.sofifa.net/players/254/611/21_180.png
19141,Lucas Machado,GK,22,59,68,2019 ~ 2021,River Plate,0.45,500,926,https://cdn.sofifa.net/players/254/613/21_180.png
19142,Francisco Tinaglini,GK,22,60,68,2020 ~ 2022,Torque,0.475,500,902,https://cdn.sofifa.net/players/254/615/22_180.png
19143,José Marulanda,CAM,23,59,64,2019 ~ 2024,Llaneros de Guanare,0.35,500,1437,https://cdn.sofifa.net/players/254/616/21_180.png
19144,Facundo Silvera,LWB,23,61,68,2017 ~ 2022,River Plate,0.625,500,1536,https://cdn.sofifa.net/players/254/618/21_180.png
19145,Santiago Pérez,LB,22,61,69,2019 ~ 2023,River Plate,0.7,500,1494,https://cdn.sofifa.net/players/254/620/22_180.png
19146,Juan Pablo Plada,RB,22,58,65,2019 ~ 2023,River Plate,0.425,500,1533,https://cdn.sofifa.net/players/254/622/22_180.png
19147,Joaquín Piquerez,CM,21,67,79,2020 ~ 2022,Peñarol,2.5,500,1735,https://cdn.sofifa.net/players/254/623/21_180.png
19148,Luis Urruti,RW,29,68,68,2021 ~ 2022,Universitario,1.2,600,1605,https://cdn.sofifa.net/players/254/626/23_180.png
19149,Junior Vargas,RM,21,61,70,2019 ~ 2024,Llaneros de Guanare,0.725,500,1516,https://cdn.sofifa.net/players/254/627/21_180.png
19150,Nicolás Rodríguez,RM,30,68,68,2022 ~ 2023,Defensor Sporting,1,500,1839,https://cdn.sofifa.net/players/254/628/23_180.png
19151,Jhony Rodríguez,LW,24,61,63,2019 ~ 2024,Llaneros de Guanare,0.425,500,1507,https://cdn.sofifa.net/players/254/629/21_180.png
19152,Washington Vera,LM,25,64,65,2019 ~ 2021,Barcelona Guayaquil,0.525,500,1644,https://cdn.sofifa.net/players/254/413/20_180.png
19153,Marcos Ovejero,RW,34,63,63,2018 ~ 2021,Always Ready,0.23,500,1660,https://cdn.sofifa.net/players/254/416/22_180.png
19154,Anderson Rey,LM,25,62,62,2019 ~ 2024,Always Ready,0.45,500,1546,https://cdn.sofifa.net/players/254/417/21_180.png
19155,Javier Núñez,RW,24,64,65,2020 ~ 2022,Carlos Manucci,0.725,500,1656,https://cdn.sofifa.net/players/254/418/22_180.png
19156,Kevin Peralta,RM,23,67,73,2021 ~ 2024,El Nacional,1.5,500,1758,https://cdn.sofifa.net/players/254/422/21_180.png
19157,Jean Peña,RB,22,65,72,2019 ~ 2024,El Nacional,1.3,500,1550,https://cdn.sofifa.net/players/254/423/21_180.png
19158,Jonathan Acasiete,RB,31,60,60,2019 ~ 2024,Atlético Grau,0.18,500,1438,https://cdn.sofifa.net/players/254/424/21_180.png
19159,Oscar Añez,RB,30,65,65,2020 ~ 2022,Nacional Potosí,0.625,500,1747,https://cdn.sofifa.net/players/254/427/22_180.png
19160,Joel Fernández,LB,21,65,72,2020 ~ 2024,Bolívar,1.4,500,1668,https://cdn.sofifa.net/players/254/428/21_180.png
19161,Gustavo Velázquez,RB,32,68,68,2017 ~ 2024,Sol de América,0.825,500,1750,https://cdn.sofifa.net/players/254/429/21_180.png
19162,Tito Valencia,RM,31,66,66,2022 ~ 2022,Barcelona Guayaquil,0.625,500,1835,https://cdn.sofifa.net/players/254/433/23_180.png
19163,Jairo Padilla,RW,29,64,64,2019 ~ 2024,El Nacional,0.575,500,1774,https://cdn.sofifa.net/players/254/435/21_180.png
19164,Jorge Ordóñez,ST,25,64,65,2021 ~ 2024,Guayaquil City,0.7,500,1662,https://cdn.sofifa.net/players/254/436/21_180.png
19165,Yonathan Samaniego,RM,23,61,67,2020 ~ 2024,Sol de América,0.525,500,1539,https://cdn.sofifa.net/players/254/440/21_180.png
19166,Aldo Cubilla,RM,18,59,71,2018 ~ 2024,Sol de América,0.525,500,1629,https://cdn.sofifa.net/players/254/442/21_180.png
19167,Marc-Francois Enoumba,RB,29,70,70,2023 ~ 2026,Always Ready,1.3,500,1859,https://cdn.sofifa.net/players/254/443/23_180.png
19168,Kevin Romay,ST,27,66,66,2016 ~ 2021,Always Ready,0.9,500,1764,https://cdn.sofifa.net/players/254/444/22_180.png
19169,Cristian Souza,LM,24,65,68,2020 ~ 2021,Pachuca,0.975,5,1583,https://cdn.sofifa.net/players/254/446/21_180.png
19170,Fernando Saldías,CAM,24,66,68,2020 ~ 2022,Palmaflor del Trópico,1.1,500,1765,https://cdn.sofifa.net/players/254/447/22_180.png
19171,Miguel Parrales,ST,25,68,71,2020 ~ 2022,Guayaquil City,1.6,500,1720,https://cdn.sofifa.net/players/254/448/22_180.png
19172,Byron Palacios,ST,26,64,65,2020 ~ 2023,Emelec,0.7,500,1639,https://cdn.sofifa.net/players/254/449/22_180.png
19173,Luis Congo,ST,31,66,66,2019 ~ 2024,El Nacional,0.725,500,1546,https://cdn.sofifa.net/players/254/450/21_180.png
19174,Ginson Cangá,ST,26,61,62,2019 ~ 2024,El Nacional,0.4,500,1619,https://cdn.sofifa.net/players/254/451/21_180.png
19175,Kevin Arias,CM,22,62,69,2018 ~ 2024,El Nacional,0.8,500,1653,https://cdn.sofifa.net/players/254/453/21_180.png
19176,Sixto Mina,LB,22,65,68,2023 ~ 2026,Deportivo Cuenca,0.9,500,1600,https://cdn.sofifa.net/players/254/454/23_180.png
19177,Ronal Huaccha,RW,27,63,63,2020 ~ 2022,Sport Huancayo,0.525,500,1627,https://cdn.sofifa.net/players/254/456/22_180.png
19178,Ronaldo Monteiro,ST,22,61,68,2020 ~ 2024,Bolívar,0.675,500,1566,https://cdn.sofifa.net/players/254/459/21_180.png
19179,Nildo Viera,ST,28,67,67,2021 ~ 2023,Sol de América,1,500,1555,https://cdn.sofifa.net/players/254/461/22_180.png
19180,Guido Chávez,ST,21,58,68,2016 ~ 2024,Sol de América,0.45,500,1635,https://cdn.sofifa.net/players/254/462/21_180.png
